species,,latitude,longitude
Southern Brown Tree Frog,,-37.372,141.99162
Southern Brown Tree Frog,,-37.3876,141.99548
Agile Antechinus,,-37.6053,148.17888
Agile Antechinus,,-38.456,144.021
Agile Antechinus,,-38.4835,144.007
Agile Antechinus,,-38.4254,144.1337
Agile Antechinus,,-38.5028,143.9798
Southern Brown Tree Frog,,-38.4821,144.98731
Agile Antechinus,,-38.2666,147.24761
Southern Brown Tree Frog,,-37.6383,144.96778
Agile Antechinus,,-37.8698,145.19792
Brown Treecreeper,,-36.3688,145.6486
Brown Treecreeper,,-37.0311,145.6557
Agile Antechinus,,-38.3318,145.19636
Agile Antechinus,,-38.3268,145.18773
Agile Antechinus,,-37.8045,146.31106
Agile Antechinus,,-37.7808,146.32536
Agile Antechinus,,-37.7817,146.31382
Southern Brown Tree Frog,,-37.8428,144.17889
Agile Antechinus,,-37.6729,146.35166
Agile Antechinus,,-37.6818,146.35172
Agile Antechinus,,-37.4729,144.2401
Agile Antechinus,,-38.3519,147.02389
Agile Antechinus,,-37.9124,147.29441
Southern Brown Tree Frog,,-38.1457,147.09818
Southern Brown Tree Frog,,-38.1515,146.76547
Southern Brown Tree Frog,,-37.1288,142.8196
Agile Antechinus,,-37.451,144.2052
Brown Treecreeper,,-36.7642,143.025
Brown Treecreeper,,-36.5831,143.32889
Brown Treecreeper,,-36.1401,146.5817
Agile Antechinus,,-38.054425,145.688095
Agile Antechinus,,-37.774389,145.991867
Brown Treecreeper,,-36.9556,144.48472
Brown Treecreeper,,-36.15,146.63333
Brown Treecreeper,,-36.9556,144.48472
Brown Treecreeper,,-36.15,146.63333
Brown Treecreeper,,-36.9556,144.48472
White-browed Treecreeper,,-35.45,142
Brown Treecreeper,,-35.45,142
Brown Treecreeper,,-36.9,144.2833
Brown Treecreeper,,-36.9556,144.48472
Brown Treecreeper,,-36.4583,141.675
Brown Treecreeper,,-36.9556,144.48472
Brown Treecreeper,,-36.4583,141.675
Brown Treecreeper,,-35.96374,144.49065
Common Beard-heath,,-38.09881,141.3335
Common Beard-heath,,-37.64239,141.4665
Common Beard-heath,,-37.6716,141.851
Southern Brown Tree Frog,,-37.24973,145.54249
Agile Antechinus,,-37.29795,146.09309
Agile Antechinus,,-37.1851,149.09321
Southern Brown Tree Frog,,-37.69463,145.65856
Agile Antechinus,,-37.62284,148.52102
Agile Antechinus,,-37.24043,148.96102
Southern Brown Tree Frog,,-37.97639,146.36345
Southern Brown Tree Frog,,-37.86756,145.76979
Southern Brown Tree Frog,,-38.08268,146.33009
Agile Antechinus,,-37.35478,148.45088
Agile Antechinus,,-37.14014,148.60879
Agile Antechinus,,-37.73264,148.70713
Agile Antechinus,,-37.34106,148.66191
Brown Treecreeper,,-36.2671,143.35133
Brown Treecreeper,,-36.55374,146.1599
Brown Treecreeper,,-37.12432,144.02632
Brown Treecreeper,,-36.78515,144.98298
Brown Treecreeper,,-34.91656,142.00132
Brown Treecreeper,,-37.85599,144.25133
Brown Treecreeper,,-35.85361,142.42166
Brown Treecreeper,,-36.12345,147.30515
Brown Treecreeper,,-35.64861,144.14277
Brown Treecreeper,,-37.64182,144.49133
Brown Treecreeper,,-36.26666,146.91667
Brown Treecreeper,,-36.77601,141.83163
Brown Treecreeper,,-36.67305,143.65722
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-36.78515,144.98298
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-36.55166,146.15194
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-35.99333,144.98445
Brown Treecreeper,,-34.69489,141.47077
Brown Treecreeper,,-36.45555,141.9875
Brown Treecreeper,,-37.14071,144.25938
Brown Treecreeper,,-37.14071,144.25938
Brown Treecreeper,,-36.78462,141.75774
Brown Treecreeper,,-36.17555,144.22166
Brown Treecreeper,,-37.15166,143.98832
Brown Treecreeper,,-37.05583,143.40416
Brown Treecreeper,,-34.02611,140.99333
Brown Treecreeper,,-36.88681,144.66464
Brown Treecreeper,,-36.77083,142.06388
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-36.51972,145.73388
Brown Treecreeper,,-35.46988,143.46325
Brown Treecreeper,,-37.15916,143.75305
Brown Treecreeper,,-36.78462,141.75774
Brown Treecreeper,,-36.72209,144.90826
Brown Treecreeper,,-36.51626,144.42465
Brown Treecreeper,,-37.15766,143.75438
Brown Treecreeper,,-37.77932,144.56438
Brown Treecreeper,,-36.13361,146.46806
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-36.50626,144.42714
Brown Treecreeper,,-37.16222,143.40695
Brown Treecreeper,,-35.57389,142.01777
Brown Treecreeper,,-36.54083,146.18583
Brown Treecreeper,,-37.14071,144.25938
Brown Treecreeper,,-37.94849,144.42634
Brown Treecreeper,,-37.01656,142.3819
Brown Treecreeper,,-36.10166,144.85417
Brown Treecreeper,,-36.91083,141.83194
Brown Treecreeper,,-36.78055,142.05944
Brown Treecreeper,,-37.01656,142.3819
Agile Antechinus,,-37.607935,145.694664
Agile Antechinus,,-37.611694,145.998112
Agile Antechinus,,-37.900981,145.7417
Brown Treecreeper,,-36.5772,143.3275
Agile Antechinus,,-38.828971,143.568022
Agile Antechinus,,-37.754031,141.422943
Southern Brown Tree Frog,,-37.875821,147.649538
Common Beard-heath,,-37.239934,142.297056
Agile Antechinus,,-38.086459,141.431909
Agile Antechinus,,-38.224114,141.673804
Southern Brown Tree Frog,,-37.769596,145.350996
Agile Antechinus,,-38.558374,143.933951
Agile Antechinus,,-38.558374,143.933951
Southern Brown Tree Frog,,-37.755547,145.250488
Southern Brown Tree Frog,,-37.779871,145.116225
Southern Brown Tree Frog,,-38.193133,145.137752
Southern Brown Tree Frog,,-37.475211,145.420068
Agile Antechinus,,-37.473,144.3832
Southern Brown Tree Frog,,-37.258125,148.628934
Agile Antechinus,,-37.4527,144.3557
Agile Antechinus,,-37.5107,145.541
Agile Antechinus,,-37.559048,145.594948
Agile Antechinus,,-37.774333,145.892208
Agile Antechinus,,-37.73022,146.025444
Agile Antechinus,,-37.621707,145.611027
Agile Antechinus,,-37.520101,145.828546
Agile Antechinus,,-37.713998,145.727658
Agile Antechinus,,-37.5107,145.541
Southern Brown Tree Frog,,-37.408623,142.787959
Agile Antechinus,,-37.762813,149.314197
Agile Antechinus,,-37.67863,149.267269
Agile Antechinus,,-37.691609,149.428195
Agile Antechinus,,-37.612749,149.225436
Agile Antechinus,,-37.592582,149.02793
Agile Antechinus,,-37.44713,149.042828
Agile Antechinus,,-37.434485,148.68526
Agile Antechinus,,-37.341861,149.090055
Agile Antechinus,,-37.175957,148.953494
Southern Brown Tree Frog,,-37.8245,145.1607
Agile Antechinus,,-37.666867,144.32116
Agile Antechinus,,-37.2849,144.0946
Brown Treecreeper,,-37.2849,144.0946
Agile Antechinus,,-37.3389,142.3
Agile Antechinus,,-38.4,142.72
Agile Antechinus,,-38.341133,145.100965
Agile Antechinus,,-37.900624,147.290994
Agile Antechinus,,-38.395,144.22583
Agile Antechinus,,-38.395,144.22583
Agile Antechinus,,-38.395,144.22583
Southern Brown Tree Frog,,-38.395,144.22583
Southern Brown Tree Frog,,-38.395,144.22583
Brown Treecreeper,,-36.835278,143.310833
Southern Brown Tree Frog,,-37.682255,145.334788
Agile Antechinus,,-37.442939,145.521454
Agile Antechinus,,-37.857291,145.626333
Southern Brown Tree Frog,,-37.990517,145.702501
Agile Antechinus,,-37.795714,145.376551
Agile Antechinus,,-37.91148,145.37318
Brown Treecreeper,,-36.10682,146.702946
Agile Antechinus,,-37.550288,146.172685
Agile Antechinus,,-37.866662,146.225085
Agile Antechinus,,-37.764898,145.954564
Agile Antechinus,,-37.378446,145.603362
Common Beard-heath,,-37.6025,142.32917
Common Beard-heath,,-36.74778,147.19556
Common Beard-heath,,-38.12639,147.45167
Common Beard-heath,,-38.05861,147.55611
Common Beard-heath,,-38.07444,147.53111
Common Beard-heath,,-38.07472,147.53139
Common Beard-heath,,-38.10611,147.47667
Common Beard-heath,,-38.05583,147.55306
Common Beard-heath,,-38.05556,147.55222
Common Beard-heath,,-38.12667,147.44417
Common Beard-heath,,-38.12333,147.46583
Common Beard-heath,,-37.63861,145.11194
Brown Treecreeper,,-37.22267,144.04555
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.55523,143.61968
Agile Antechinus,,-38.64282,143.69065
Agile Antechinus,,-38.64282,143.69065
Agile Antechinus,,-38.64282,143.69065
Agile Antechinus,,-38.64282,143.69065
Agile Antechinus,,-38.64282,143.69065
Agile Antechinus,,-38.64282,143.69065
Brown Treecreeper,,-37.46475,143.46129
Agile Antechinus,,-38.34639,144.1606
White-browed Treecreeper,,-37.6967,145.542
Agile Antechinus,,-37.6967,145.542
Southern Brown Tree Frog,,-38.16152,141.71198
Agile Antechinus,,-37.37126,145.8634
Southern Brown Tree Frog,,-37.59813,144.45884
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Brown Treecreeper,,-36.13737,146.585
Brown Treecreeper,,-36.7455,143.83006
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-36.90563,145.90402
Agile Antechinus,,-37.53328,142.41561
Agile Antechinus,,-37.37508,142.21498
Agile Antechinus,,-37.37508,142.21498
Brown Treecreeper,,-36.4333,145.35626
Brown Treecreeper,,-37.04845,144.10629
Brown Treecreeper,,-37.04845,144.10629
Southern Brown Tree Frog,,-38.45468,146.99613
Agile Antechinus,,-36.12616,147.22184
Agile Antechinus,,-36.12616,147.22184
Agile Antechinus,,-38.65953,146.61683
Agile Antechinus,,-37.52584,145.43103
Agile Antechinus,,-37.52584,145.43103
Agile Antechinus,,-37.52584,145.43103
Agile Antechinus,,-37.49897,144.17945
Agile Antechinus,,-37.49897,144.17945
Agile Antechinus,,-36.76919,146.54577
Southern Brown Tree Frog,,-37.62757,145.11501
Southern Brown Tree Frog,,-36.20389,146.95397
Agile Antechinus,,-37.64574,145.8207
Agile Antechinus,,-37.6729,145.58555
Agile Antechinus,,-38.40405,146.80487
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-38.6631,146.60532
Agile Antechinus,,-37.90184,147.29531
Agile Antechinus,,-38.25663,145.23373
Agile Antechinus,,-38.82298,143.48896
Agile Antechinus,,-38.82298,143.48896
Agile Antechinus,,-38.82298,143.48896
Agile Antechinus,,-38.82298,143.48896
Brown Treecreeper,,-37.14576,142.74951
Brown Treecreeper,,-37.89503,144.43729
Southern Brown Tree Frog,,-37.99147,145.62159
Southern Brown Tree Frog,,-37.92911,145.68533
Brown Treecreeper,,-35.40247,143.33203
Southern Brown Tree Frog,,-37.89114,144.46585
Southern Brown Tree Frog,,-37.89114,144.46585
Southern Brown Tree Frog,,-37.83449,145.39497
Agile Antechinus,,-38.38587,145.14129
Southern Brown Tree Frog,,-38.38587,145.14129
Agile Antechinus,,-37.3126,142.3257
Agile Antechinus,,-37.29268,142.33437
Agile Antechinus,,-38.45639,146.84713
Agile Antechinus,,-38.45639,146.84713
Southern Brown Tree Frog,,-38.04191,145.34032
Southern Brown Tree Frog,,-38.03861,145.23784
Agile Antechinus,,-37.61443,145.31928
Agile Antechinus,,-37.61443,145.31928
Agile Antechinus,,-37.61443,145.31928
Agile Antechinus,,-38.10767,145.54185
Agile Antechinus,,-36.93572,147.2208
Southern Brown Tree Frog,,-37.82123,145.41457
Southern Brown Tree Frog,,-37.30066,142.69668
Brown Treecreeper,,-36.86356,143.33194
Southern Brown Tree Frog,,-38.04845,143.75533
Southern Brown Tree Frog,,-38.35748,142.45097
Southern Brown Tree Frog,,-38.35748,142.45097
Southern Brown Tree Frog,,-38.35748,142.45097
Southern Brown Tree Frog,,-38.35748,142.45097
Brown Treecreeper,,-36.17456,146.65486
Agile Antechinus,,-37.00802,146.9209
Agile Antechinus,,-36.76265,146.78446
Southern Brown Tree Frog,,-37.7332,147.56588
Southern Brown Tree Frog,,-37.7332,147.56588
Southern Brown Tree Frog,,-38.59349,145.87769
Southern Brown Tree Frog,,-37.42623,143.12442
Brown Treecreeper,,-36.90041,143.71796
Brown Treecreeper,,-36.8064,144.94592
Brown Treecreeper,,-36.9223,142.61753
Brown Treecreeper,,-36.79478,143.84196
Brown Treecreeper,,-36.70251,143.62143
Agile Antechinus,,-37.35262,145.99466
Agile Antechinus,,-37.35262,145.99466
Agile Antechinus,,-37.35262,145.99466
Agile Antechinus,,-37.35262,145.99466
Agile Antechinus,,-37.35262,145.99466
Agile Antechinus,,-37.35837,146.1538
Agile Antechinus,,-37.35837,146.1538
Agile Antechinus,,-37.35837,146.1538
Agile Antechinus,,-37.35837,146.1538
Agile Antechinus,,-37.39482,146.211
Agile Antechinus,,-37.39482,146.211
Agile Antechinus,,-37.39482,146.211
Agile Antechinus,,-37.54746,146.25808
Agile Antechinus,,-37.54746,146.25808
Agile Antechinus,,-37.54746,146.25808
Agile Antechinus,,-37.54746,146.25808
White-browed Treecreeper,,-34.41786,141.43391
White-browed Treecreeper,,-34.42956,141.44267
Brown Treecreeper,,-34.17861,141.17876
Agile Antechinus,,-37.57637,148.87378
Agile Antechinus,,-37.36731,148.81437
Agile Antechinus,,-37.22783,148.61264
Agile Antechinus,,-37.2431,149.12929
Agile Antechinus,,-37.2431,149.12929
Agile Antechinus,,-37.2431,149.12929
Agile Antechinus,,-37.24205,149.13715
Agile Antechinus,,-37.24205,149.13715
Agile Antechinus,,-37.24205,149.13715
Agile Antechinus,,-37.53367,149.1081
Agile Antechinus,,-37.53367,149.1081
Agile Antechinus,,-37.53367,149.1081
Agile Antechinus,,-37.47276,148.75472
Agile Antechinus,,-37.47276,148.75472
Agile Antechinus,,-37.47276,148.75472
Agile Antechinus,,-37.47276,148.75472
Agile Antechinus,,-37.89769,146.3467
Agile Antechinus,,-37.89769,146.3467
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.91585,146.37043
Agile Antechinus,,-37.89282,146.28419
Agile Antechinus,,-37.88603,146.3559
Agile Antechinus,,-37.92766,146.38854
Agile Antechinus,,-37.92766,146.38854
Agile Antechinus,,-37.93718,146.3179
Agile Antechinus,,-37.93718,146.3179
Southern Brown Tree Frog,,-37.92542,146.30891
Agile Antechinus,,-38.71824,146.1357
Brown Treecreeper,,-37.81329,144.28792
Agile Antechinus,,-37.51519,145.19026
Agile Antechinus,,-38.41592,144.9962
Brown Treecreeper,,-37.78085,144.57748
Agile Antechinus,,-38.17017,145.1776
Agile Antechinus,,-37.64601,145.25963
Agile Antechinus,,-37.68718,145.30176
Agile Antechinus,,-37.54806,145.27889
Southern Brown Tree Frog,,-38.01813,146.71475
Agile Antechinus,,-38.01948,146.5655
Agile Antechinus,,-38.01948,146.5655
Southern Brown Tree Frog,,-38.02182,146.47662
Agile Antechinus,,-37.45553,147.87245
Agile Antechinus,,-37.45553,147.87245
Brown Treecreeper,,-36.26298,146.68119
Brown Treecreeper,,-36.90793,141.18941
Brown Treecreeper,,-36.88897,143.27662
Southern Brown Tree Frog,,-37.26408,143.26644
Southern Brown Tree Frog,,-37.65908,143.72159
Southern Brown Tree Frog,,-38.21103,141.31267
Southern Brown Tree Frog,,-38.21103,141.31267
Southern Brown Tree Frog,,-36.94884,142.51927
Agile Antechinus,,-38.04186,141.67663
Southern Brown Tree Frog,,-37.56407,141.23409
Agile Antechinus,,-37.79215,148.13875
Southern Brown Tree Frog,,-37.77044,148.23606
Brown Treecreeper,,-36.0958,145.2056
Brown Treecreeper,,-36.1628,145.22519
Brown Treecreeper,,-36.52843,145.95963
Brown Treecreeper,,-36.52843,145.95963
Brown Treecreeper,,-36.09778,145.10003
Brown Treecreeper,,-36.09778,145.10003
Brown Treecreeper,,-36.09778,145.10003
Brown Treecreeper,,-36.42996,145.66644
Agile Antechinus,,-38.39006,145.56825
Brown Treecreeper,,-36.86449,144.72115
Brown Treecreeper,,-36.76522,144.91005
Brown Treecreeper,,-37.04845,144.10629
Brown Treecreeper,,-36.72403,143.22919
Brown Treecreeper,,-36.72403,143.22919
Brown Treecreeper,,-36.8082,143.21033
Brown Treecreeper,,-36.84398,143.78099
Brown Treecreeper,,-36.8465,143.78893
Brown Treecreeper,,-36.88189,143.6197
Brown Treecreeper,,-36.60138,143.32738
Brown Treecreeper,,-36.98163,143.37711
Brown Treecreeper,,-36.98163,143.37711
Brown Treecreeper,,-36.88184,143.62194
Brown Treecreeper,,-36.96064,144.65988
Brown Treecreeper,,-36.70603,143.22755
Brown Treecreeper,,-36.68532,143.22695
Brown Treecreeper,,-36.84221,143.7798
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-36.68064,143.23577
Brown Treecreeper,,-36.82531,143.77022
Brown Treecreeper,,-36.82531,143.77022
Brown Treecreeper,,-36.70503,143.23312
Brown Treecreeper,,-36.94799,143.20538
Brown Treecreeper,,-37.00729,143.35543
Brown Treecreeper,,-37.00729,143.35543
Brown Treecreeper,,-37.00729,143.35543
Brown Treecreeper,,-36.69437,143.22498
Brown Treecreeper,,-36.70503,143.23312
Brown Treecreeper,,-36.86061,145.1172
Brown Treecreeper,,-36.14917,144.22416
Brown Treecreeper,,-36.76541,142.06188
Brown Treecreeper,,-36.64365,145.02183
Brown Treecreeper,,-36.60984,145.48222
Brown Treecreeper,,-36.90756,142.64079
Brown Treecreeper,,-36.66435,144.96648
Brown Treecreeper,,-36.15739,146.6416
Brown Treecreeper,,-36.12843,146.60728
Brown Treecreeper,,-36.22699,146.70804
Brown Treecreeper,,-36.14917,144.22416
Brown Treecreeper,,-36.73906,144.66663
Brown Treecreeper,,-37.12245,142.74109
Brown Treecreeper,,-36.36068,143.59208
Brown Treecreeper,,-37.01398,142.57002
Brown Treecreeper,,-36.86933,143.73704
Brown Treecreeper,,-36.69521,143.70623
Brown Treecreeper,,-36.77511,141.86704
Brown Treecreeper,,-36.98176,143.74669
Brown Treecreeper,,-34.31365,142.09308
Brown Treecreeper,,-36.91008,142.65432
Brown Treecreeper,,-36.59615,142.67218
Brown Treecreeper,,-37.85841,144.25217
Brown Treecreeper,,-36.96488,142.60159
Brown Treecreeper,,-37.01631,142.38235
Brown Treecreeper,,-37.68196,144.07163
Brown Treecreeper,,-34.30846,142.06802
Brown Treecreeper,,-36.24928,141.77327
Brown Treecreeper,,-36.91179,142.66109
Brown Treecreeper,,-37.19925,144.23233
White-browed Treecreeper,,-34.33122,141.45194
Brown Treecreeper,,-36.40704,142.29453
Brown Treecreeper,,-36.59615,142.67218
Brown Treecreeper,,-37.26503,141.06849
Brown Treecreeper,,-37.01996,142.37905
Brown Treecreeper,,-36.62037,143.70809
Brown Treecreeper,,-37.29594,142.00386
Brown Treecreeper,,-37.07865,144.1625
Brown Treecreeper,,-37.01631,142.38235
Brown Treecreeper,,-36.21643,147.6738
Brown Treecreeper,,-37.0842,148.42621
Brown Treecreeper,,-37.06099,143.50553
Brown Treecreeper,,-37.647707,144.501349
Brown Treecreeper,,-35.60112,142.10921
Brown Treecreeper,,-37.66483,144.50191
Brown Treecreeper,,-37.49597,144.36165
Brown Treecreeper,,-36.72765,142.61456
Brown Treecreeper,,-37.03506,144.11129
Brown Treecreeper,,-36.60134,143.28266
Brown Treecreeper,,-37.30943,143.5194
Brown Treecreeper,,-36.37841,146.14001
Brown Treecreeper,,-36.33179,146.31879
Brown Treecreeper,,-36.27302,146.1523
Brown Treecreeper,,-35.06479,141.73561
Brown Treecreeper,,-35.12441,141.71749
Brown Treecreeper,,-34.94904,141.78714
Brown Treecreeper,,-36.72643,144.66589
Brown Treecreeper,,-36.33184,146.18286
Brown Treecreeper,,-35.88715,145.06298
Brown Treecreeper,,-35.88715,145.06298
Brown Treecreeper,,-35.78234,144.26242
Brown Treecreeper,,-35.78714,144.35628
Brown Treecreeper,,-35.75957,144.29195
Brown Treecreeper,,-36.14884,146.18476
Brown Treecreeper,,-36.04882,146.19246
Brown Treecreeper,,-36.05509,146.18684
Brown Treecreeper,,-35.85096,145.05501
Brown Treecreeper,,-35.78234,144.26242
Brown Treecreeper,,-35.83928,145.0575
Brown Treecreeper,,-36.40612,146.23785
Brown Treecreeper,,-36.96761,143.73495
Brown Treecreeper,,-36.75461,144.67848
Agile Antechinus,,-38.35711,146.76036
Southern Brown Tree Frog,,-38.31274,142.26821
Southern Brown Tree Frog,,-38.3364,142.24689
Southern Brown Tree Frog,,-38.3355,142.24687
Agile Antechinus,,-37.28067,144.09516
Southern Brown Tree Frog,,-37.43609,142.47707
Southern Brown Tree Frog,,-37.43609,142.47707
Southern Brown Tree Frog,,-37.43609,142.47707
Southern Brown Tree Frog,,-38.21815,147.3103
Agile Antechinus,,-37.7258,147.39107
Southern Brown Tree Frog,,-37.23356,141.64116
Brown Treecreeper,,-36.88817,144.67013
Brown Treecreeper,,-36.81377,142.98905
Agile Antechinus,,-37.69753,144.06429
Agile Antechinus,,-37.69753,144.06429
Southern Brown Tree Frog,,-38.09389,141.66647
White-browed Treecreeper,,-34.4301,141.44028
Brown Treecreeper,,-36.8388,143.01695
Southern Brown Tree Frog,,-37.84708,145.19071
Southern Brown Tree Frog,,-38.07238,145.43124
Agile Antechinus,,-38.02464,141.07652
Agile Antechinus,,-38.23162,141.66993
Southern Brown Tree Frog,,-38.2815,146.00921
Southern Brown Tree Frog,,-37.74733,143.78097
Brown Treecreeper,,-36.05853,146.64135
Brown Treecreeper,,-37.25614,141.91361
Brown Treecreeper,,-37.52262,142.05144
Southern Brown Tree Frog,,-37.81569,145.33804
Southern Brown Tree Frog,,-37.93957,145.22243
Southern Brown Tree Frog,,-38.3893,145.12437
Brown Treecreeper,,-35.9639,144.95978
Southern Brown Tree Frog,,-38.01816,145.19125
Southern Brown Tree Frog,,-37.52319,145.42312
Southern Brown Tree Frog,,-37.4954,145.26538
Brown Treecreeper,,-36.33102,143.54575
Brown Treecreeper,,-36.3805,146.0872
Brown Treecreeper,,-36.3805,146.0872
Agile Antechinus,,-37.30853,144.11044
Agile Antechinus,,-37.30853,144.11044
Agile Antechinus,,-37.30853,144.11044
Agile Antechinus,,-37.2524,143.19905
Agile Antechinus,,-37.2524,143.19905
Agile Antechinus,,-37.2524,143.19905
Agile Antechinus,,-37.26252,144.07161
Agile Antechinus,,-37.26252,144.07161
Agile Antechinus,,-37.26252,144.07161
Agile Antechinus,,-37.79879,148.70805
Agile Antechinus,,-37.69541,148.76012
Agile Antechinus,,-37.3086,144.1107
Agile Antechinus,,-37.3086,144.1107
Agile Antechinus,,-37.3086,144.1107
Brown Treecreeper,,-36.3215,145.7815
Brown Treecreeper,,-36.0759,147.1114
Brown Treecreeper,,-36.0759,147.1114
Brown Treecreeper,,-36.0854,147.1715
Brown Treecreeper,,-37.30066,142.69668
Southern Brown Tree Frog,,-38.0479,145.31862
Brown Treecreeper,,-36.5084,145.31095
Agile Antechinus,,-38.2334,147.30356
Agile Antechinus,,-38.2412,147.2464
Southern Brown Tree Frog,,-38.0505,146.36742
Southern Brown Tree Frog,,-37.7336,147.9877
Southern Brown Tree Frog,,-38.2985,145.22431
Southern Brown Tree Frog,,-38.2985,145.22431
Southern Brown Tree Frog,,-37.7727,141.96206
Southern Brown Tree Frog,,-38.1565,141.2944
Southern Brown Tree Frog,,-37.7363,141.219
Southern Brown Tree Frog,,-37.7363,141.219
Southern Brown Tree Frog,,-37.5651,141.2766
Southern Brown Tree Frog,,-37.5651,141.2766
Southern Brown Tree Frog,,-37.3604,141.3783
Southern Brown Tree Frog,,-37.3604,141.3783
Southern Brown Tree Frog,,-38.7,143.2285
Southern Brown Tree Frog,,-38.7,143.2285
Southern Brown Tree Frog,,-37.8316,144.2232
Southern Brown Tree Frog,,-37.8316,144.2232
Southern Brown Tree Frog,,-38.2172,141.7416
Southern Brown Tree Frog,,-38.2172,141.7416
Agile Antechinus,,-37.9843,145.48494
Southern Brown Tree Frog,,-37.8251,144.08061
Southern Brown Tree Frog,,-37.7486,143.96559
Brown Treecreeper,,-34.22879,142.23043
Brown Treecreeper,,-34.22879,142.23043
Brown Treecreeper,,-34.22879,142.23043
Agile Antechinus,,-38.4311,144.95094
Southern Brown Tree Frog,,-37.4434,142.02896
Agile Antechinus,,-37.51373,149.41345
Brown Treecreeper,,-34.6479,141.01091
Brown Treecreeper,,-34.6479,141.01091
Agile Antechinus,,-37.4064,149.62327
Agile Antechinus,,-37.6032,148.54721
Agile Antechinus,,-38.3758,144.111
Agile Antechinus,,-38.4525,144.0085
Agile Antechinus,,-38.4822,144.0105
Agile Antechinus,,-38.4301,144.1325
Agile Antechinus,,-38.3409,144.1504
Agile Antechinus,,-38.4146,144.1137
Brown Treecreeper,,-36.6015,145.76609
Southern Brown Tree Frog,,-38.1469,145.29073
Brown Treecreeper,,-37.025,142.54128
Agile Antechinus,,-37.9457,147.68775
Brown Treecreeper,,-34.1268,141.13682
Brown Treecreeper,,-34.1268,141.13682
Agile Antechinus,,-38.3512,145.21535
Southern Brown Tree Frog,,-38.3041,146.00343
Southern Brown Tree Frog,,-38.2101,145.10928
Southern Brown Tree Frog,,-38.2058,145.11362
Southern Brown Tree Frog,,-37.8887,145.39766
Brown Treecreeper,,-34.7542,142.45369
Brown Treecreeper,,-36.1065,146.6999
Brown Treecreeper,,-36.3215,145.7815
Brown Treecreeper,,-36.3722,145.6582
Brown Treecreeper,,-36.1017,146.7134
Agile Antechinus,,-37.7954,146.2968
Agile Antechinus,,-37.824,146.33591
Agile Antechinus,,-37.7896,146.05749
Agile Antechinus,,-37.8123,146.13078
Agile Antechinus,,-37.8105,146.14171
Southern Brown Tree Frog,,-37.9899,145.48985
Agile Antechinus,,-37.692,146.31862
Agile Antechinus,,-38.5572,143.94078
Agile Antechinus,,-38.3482,147.04488
Agile Antechinus,,-37.9125,147.2951
Agile Antechinus,,-37.3847,144.2793
Southern Brown Tree Frog,,-38.1447,146.74016
Southern Brown Tree Frog,,-38.47094,146.56525
Agile Antechinus,,-37.9207,146.29983
Agile Antechinus,,-37.844,145.81508
Brown Treecreeper,,-36.51667,145.69722
Brown Treecreeper,,-36.9556,144.48472
Brown Treecreeper,,-36.8469,144.22944
White-browed Treecreeper,,-34.5,141.55833
Brown Treecreeper,,-36.4583,141.675
Brown Treecreeper,,-37.55,145.33333
Brown Treecreeper,,-34.91667,142.03333
Brown Treecreeper,,-34.06269,141.0755
Brown Treecreeper,,-36.23333,146.21667
Common Beard-heath,,-38.65326,146.21373
Southern Brown Tree Frog,,-37.16009,145.80918
Agile Antechinus,,-37.47839,145.88673
Agile Antechinus,,-37.65268,149.03363
Agile Antechinus,,-37.22935,148.62969
Agile Antechinus,,-37.57886,148.33748
Southern Brown Tree Frog,,-38.04902,146.00556
Agile Antechinus,,-37.26438,148.55408
Agile Antechinus,,-37.5534,148.96231
Agile Antechinus,,-37.26514,149.05151
Agile Antechinus,,-37.31782,148.65593
Agile Antechinus,,-37.18825,148.76863
Agile Antechinus,,-37.60092,148.37908
Agile Antechinus,,-37.60363,148.5471
Agile Antechinus,,-37.55441,148.55537
Brown Treecreeper,,-36.50333,146.04888
